ID,Name,Texture_0,Texture_1,Texture_2,Texture_3,Texture_4,Texture_5,Flags,SoundBank,SoundID,SpellID,MaxDarkenDepth,FogDarkenIntensity,AmbDarkenIntensity,DirDarkenIntensity,LightID,ParticleScale,ParticleMovement,ParticleTexSlots,MaterialID,MinimapStaticCol,FrameCountTexture_0,FrameCountTexture_1,FrameCountTexture_2,FrameCountTexture_3,FrameCountTexture_4,FrameCountTexture_5,Color_0,Color_1,Float_0,Float_1,Float_2,Float_3,Float_4,Float_5,Float_6,Float_7,Float_8,Float_9,Float_10,Float_11,Float_12,Float_13,Float_14,Float_15,Float_16,Float_17,Int_0,Int_1,Int_2,Int_3,Coefficient_0,Coefficient_1,Coefficient_2,Coefficient_3
837,"Fast Water Hyjal Magic - Color Variant",XTextures\river\fast_a.%d.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,15,0,1111,0,0,0,0,0,0,1,0,0,1,-1626157355,16,1,1,1,1,1,0,0,1,0,1,1,2.5,90,0.5,0.5,0.5,0.20000000298,0.69999998808,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0,0,0,0
839,"Shadowmoon Fog",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,31115,0,0,0,0,0,0,1,0,0,10,-3483693,1,1,1,1,1,1,-902525976,0,0.0001,0.07999999821,1,0.5,0.10000000149,90,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0,0,0,0
844,"Slow Blood Water",XTextures\river\lake_a.%d.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,15,0,1112,0,0,0,0,0,0,1,0,0,1,-5435887,30,1,1,1,1,1,0,0,1,0,1,1,2.5,90,0.69999998808,0.5,0.5,0.20000000298,0.5,0.20000000298,0.10000000149,1,0.69999998808,2.5,0,0,0,1250,0,0,0,0,0,0
848,"6XP Shattrath Rise Fog",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,31115,0,0,0,0,0,0,1,0,0,10,-3483693,1,1,1,1,1,1,-4930380,0,0.0001,0.5,1,0.5,0.10000000149,90,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0,0,0,0
849,"6SM Faerie Dragon Fog",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,31115,0,0,0,0,0,0,0.10000000149,0,4,10,-1784587,1,1,1,1,1,1,-10266390,0,0.00100000005,0.5,1,0.5,0.5,24,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0,0,0,0
850,SpiresSwampFog,xtextures\ocean\01basicwaterheighttex_25.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,1111,0,0,0,0,0,0,1,0,0,10,-13361865,1,1,1,1,1,1,-12702153,0,0.10000000149,150,1,1,1,320,0.5,0.5,0.5,0.5,0.10000000149,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0,0,0,0
851,"6ar Steam Pools Fog",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,31115,0,0,0,0,0,0,0.10000000149,0,4,10,-1784587,1,1,1,1,1,1,-3553087,0,0.00100000005,0.5,1,0.5,0.5,24,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0,0,0,0
852,"6ar Steam Pools Fog",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,31115,0,0,0,0,0,0,0.10000000149,0,4,10,-1513240,1,1,1,1,1,1,-1447713,0,0.00100000005,0.5,1,0.5,0.5,24,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0,0,0,0
853,"Gorgrond Spore Fog",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,31115,0,0,0,0,0,0,1,0,0,10,-2374017,1,1,1,1,1,1,-473030,0,0.0001,0.30000001192,1,0.5,0.10000000149,90,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0,0,0,0
855,6AS_HordeStaging_Troll_Fog,xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,31115,0,0,0,0,0,0,0.10000000149,0,4,10,-4939358,1,1,1,1,1,1,-8817270,0,0.00100000005,0.34999999404,1,0.5,0.5,24,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0,0,0,0
856,"Slime - Very Slow",XTextures\slime\slime.%d.blp,XTextures\slime\Slime0,XTextures\slime\Slime1,XTextures\slime\Slime2,,,322,3,3880,0,0,0,0,0,6,0,0,0,2,-11879876,30,1,1,1,1,1,0,0,0.00999999978,0,0.02500000037,0,0.55000001192,0.44999998808,0.34999999404,0,0,0,1,0.01999999955,0,0,0,0,0,0,0,0,16737792,0,0,0,0,0
859,Magma_North,XTextures\lava\lava.%d.blp,XTextures\lava\Magma0,XTextures\lava\Magma1,XTextures\lava\Magma2,,,120,2,3072,0,0,0,0,0,7,4,1,1,2,-3119104,30,1,1,1,1,1,0,0,0.02500000037,0,0.02500000037,0,0.55000001192,0.44999998808,0.34999999404,0,0,0,1,0.05000000075,0,0,0,0,0,0,0,0,16737792,0,0,0,0,0
860,6FW_Magma,XTextures\lava\lava.%d.blp,XTextures\lava\Magma0,XTextures\lava\Magma1,XTextures\lava\Magma2,,,120,2,3072,0,0,0,0,0,7,4,1,1,2,-3119104,30,1,1,1,1,1,0,0,0.01999999955,0,0.02500000037,0,0.55000001192,0.44999998808,0.34999999404,0,0,0,1,0.05000000075,0,0,0,0,0,0,0,0,16737792,0,0,0,0,0
864,7AZ_GhostTemple_Fog,xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,31115,0,0,0,0,0,0,0.10000000149,0,4,10,-10924420,1,1,1,1,1,1,-9142119,0,0.00100000005,0.25,1,0.5,0.5,24,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0,0,0,0
865,7vs_Swamp_Fog,xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,31115,0,0,0,0,0,0,0.10000000149,0,4,10,-7937318,1,1,1,1,1,1,-15107131,0,0.00100000005,0.5,1,0.5,0.5,24,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0,0,0,0
866,"Helheim Fog",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,31115,0,0,0,0,0,0,1,0,0,10,-3483693,1,1,1,1,1,1,-13484465,0,0.0001,0.07999999821,1,0.5,0.10000000149,90,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0,0,0,0
868,"Ley Line",xtextures\ley\leydetail01.blp,xtextures\ley\leydetail02.blp,xtextures\ley\leydiffuse.blp,xtextures\ocean\newoceanbump.blp,xtextures\manawater\manawater_shore.blp,,15,1,0,0,30,0.5,0.5,0.25,0,1,2,3,12,-14242384,0,0,0,0,0,1,-2337078,-9533233,1,90,-0.01999999955,0.5,10,-0.05000000075,1,45,0.01999999955,0.10000000149,0.40000000596,90,0.01999999955,1,0.80000001192,2,1,20,0,0,0,0,0,0,0,0
869,"FelDeep - Tanaan Jungle Specific",xtextures\fel\feldeep.blp,xtextures\fel\felshallow.blp,xtextures\fel\felspecular.blp,xtextures\fel\felshore.blp,xtextures\fel\felemissive.blp,xtextures\fel\felanim_%d.blp,106,2,3052,188517,0,0,0,20,6,4,2,4,13,-14233600,0,0,0,0,0,30,0,0,0.25,0,-0.05000000075,0.5,0,0.01999999955,0.55000001192,90,0.00999999978,0.25,0.20000000298,0.5,2,0.25,1,1.5,0.75,0.75,1,0,0,0,0.04053497314,-0.74075317383,4.00073242188,-2.28305053711
870,"FelShallow - Tanaan Jungle Specific",xtextures\fel\feldeep.blp,xtextures\fel\felshallow.blp,xtextures\fel\felspecular.blp,xtextures\fel\felshore.blp,xtextures\fel\felemissive.blp,xtextures\fel\felanim_%d.blp,122,2,3052,188517,0,0,0,0,6,4,1,1,13,-14167551,0,0,0,0,0,30,0,0,0.5,90,-0.05000000075,0.5,0,0.05000000075,0.5,90,0.01499999966,0.5,0.25,0.5,1.25,1,2.5,2,0.75,0.5,0,0,0,0,-0.00375556946,0.99984741211,-0.01806640625,0.00946044922
872,7AZ_LostOrchard_Fog,xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,31115,0,0,0,0,0,0,0.5,0,4,10,-10924420,1,1,1,1,1,1,-9138279,0,0.00100000005,0.25,1,0.5,0.5,24,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0,0,0,0
873,"FelShallow Yellow - 6.2 Hellfire Raid Specific",xtextures\fel\feldeepOrange.blp,xtextures\fel\felshallow.blp,xtextures\fel\felspecular.blp,xtextures\fel\felshore.blp,xtextures\fel\felemissive.blp,xtextures\fel\felswirl_%d.blp,120,2,3052,0,0,0,0,0,6,4,1,1,13,-15616,0,0,0,0,0,30,0,0,0.40000000596,0,0.00999999978,0.5,0,-0.00999999978,0.40000000596,0,0.00999999978,0.10000000149,0.10000000149,0.40000000596,2,1,20,1,0.5,5,1,0,0,0,-0.00375556946,0.99984741211,-0.01806640625,0.00946044922
874,"FelShallow Purple - 6.2 Hellfire Raid Specific",xtextures\fel\feldeepPurple.blp,xtextures\fel\felshallow.blp,xtextures\fel\felspecular.blp,xtextures\fel\felshore.blp,xtextures\fel\felemissive.blp,xtextures\fel\felswirl_%d.blp,120,2,3052,0,0,0,0,0,6,4,1,1,13,-8322864,0,0,0,0,0,30,0,0,0.40000000596,0,0.00999999978,0.5,0,-0.00999999978,0.40000000596,0,0.00999999978,0.10000000149,0.10000000149,0.40000000596,2,1,20,1,0.5,5,1,0,0,0,-0.00375556946,0.99984741211,-0.01806640625,0.00946044922
875,"FelShallow Green - 6.2 Hellfire Raid Specific",xtextures\fel\feldeep.blp,xtextures\fel\felshallow.blp,xtextures\fel\felspecular.blp,xtextures\fel\felshore.blp,xtextures\fel\felemissive.blp,xtextures\fel\felanim_%d.blp,120,2,3052,0,0,0,0,0,6,4,1,1,13,-13183725,0,0,0,0,0,30,0,0,1,90,-0.05000000075,0.5,0,0.00999999978,0.75,90,0.02500000037,1,0.20000000298,0.20000000298,1.25,1,8,12,0.75,12,1,0,0,0,-0.00375556946,0.99984741211,-0.01806640625,0.00946044922
876,"FelDeep-6.2 Hellfire Raid Specific Warlock",xtextures\fel\feldeep.blp,xtextures\fel\felshallow.blp,xtextures\fel\felspecular.blp,xtextures\fel\felshore.blp,xtextures\fel\felemissive.blp,xtextures\fel\felanim_%d.blp,104,2,3052,0,0,0,0,20,6,4,2,4,13,-14233600,0,0,0,0,0,30,0,0,0.05000000075,0,-0.05000000075,0.01999999955,0,0.01999999955,0.07500000298,90,0.00999999978,0.10000000149,0.20000000298,5,3,2,8,14,0.75,1,1,0,0,0,0.04053497314,-0.74075317383,4.00073242188,-2.28305053711
877,"FelShallow-Hellfire Raid Specific Shallow",xtextures\fel\feldeep.blp,xtextures\fel\felshallow.blp,xtextures\fel\felspecular.blp,xtextures\fel\felshore.blp,xtextures\fel\felemissive.blp,xtextures\fel\felanim_%d.blp,120,2,3052,0,0,0,0,0,6,4,1,1,13,-14167551,0,0,0,0,0,30,0,0,0.5,90,-0.05000000075,0.5,0,0.05000000075,0.25,0,0.01499999966,0.5,0.25,0.5,2.5,1,0.44999998808,0.5,1,1,0,0,0,0,-0.00375556946,0.99984741211,-0.01806640625,0.00946044922
878,"FelDeep - Generic",xtextures\fel\feldeep.blp,xtextures\fel\felshallow.blp,xtextures\fel\felspecular.blp,xtextures\fel\felshore.blp,xtextures\fel\felemissive.blp,xtextures\fel\felanim_%d.blp,104,2,3052,0,0,0,0,20,6,4,2,4,13,-14233600,0,0,0,0,0,30,0,0,0.25,0,-0.05000000075,0.5,0,0.01999999955,0.55000001192,90,0.00999999978,0.25,0.20000000298,1,2,0.25,1,1.5,0.75,0.75,1,0,0,0,0.04053497314,-0.74075317383,4.00073242188,-2.28305053711
879,"FelShallow - Generic",xtextures\fel\feldeep.blp,xtextures\fel\felshallow.blp,xtextures\fel\felspecular.blp,xtextures\fel\felshore.blp,xtextures\fel\felemissive.blp,xtextures\fel\felanim_%d.blp,120,2,3052,0,0,0,0,0,6,4,1,1,13,-14167551,0,0,0,0,0,30,0,0,0.5,90,-0.05000000075,0.5,0,0.05000000075,0.5,90,0.01499999966,0.5,0.25,0.5,1.25,1,2.5,2,0.75,0.5,0,0,0,0,-0.00375556946,0.99984741211,-0.01806640625,0.00946044922
880,"7VS World Tree Nightmare Fog",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,31115,0,0,0,0,0,0,1,0,0,10,-9085863,1,1,1,1,1,1,-8553091,0,0.00400000019,0.5,1,1,0.5,90,0.5,0.5,0.5,0.00499999989,0.0120000001,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0,0,0,0
881,"7VS Nightmare Mist",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,31115,0,0,0,0,0,0,1,0,0,10,-9085863,1,1,1,1,1,1,-5987164,0,0.05000000075,1,1,0.11999999732,0.07999999821,90,0.5,0.5,0.5,0.00499999989,0.0120000001,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0,0,0,0
884,7LN_Spider_OrangeMist,xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,31115,0,0,0,0,0,0,1,0,0,10,-5996968,1,1,1,1,1,1,-6987301,0,0.05000000075,1,1,0.11999999732,0.07999999821,90,0.5,0.5,0.5,0.00499999989,0.0120000001,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0,0,0,0
885,"7AZ felisle bogfog",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,31115,0,0,0,0,0,0,0.5,0,0,10,-9085863,1,1,1,1,1,1,-5522801,0,0.00400000019,0.10000000149,1,0.25,0.15000000596,90,0.5,0.5,0.5,0.00499999989,0.0120000001,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0,0,0,0
886,NightmareGrizzly,xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,31115,0,0,0,0,0,0,1,0,0,10,-3483693,1,1,1,1,1,1,-9737365,0,0.0001,0.07999999821,1,0.5,0.10000000149,90,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,0,0,0,0
887,"7XP Valhallas Fog",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,0,0,0,0,0,0,0,1,0,0,10,-3483693,1,1,1,1,1,1,-4930380,0,0.0001,0.07999999821,1,0.5,0.10000000149,90,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
888,"7AZ felisle_felfog",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,0,0,0,0,0,0,0,0.5,0,0,10,-9085863,1,1,1,1,1,1,-7950751,0,0.00400000019,0.10000000149,1,0.25,0.15000000596,90,0.5,0.5,0.5,0.00499999989,0.0120000001,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
890,"Suramar Illuminated Water",xtextures\manawater\manawaterdetail01.blp,xtextures\manawater\manawaterdetail02.blp,xtextures\manawater\manawaterdiffuse.blp,xtextures\ocean\newoceanbump.blp,xtextures\manawater\manawater_shore.blp,,15,1,0,0,30,0.5,0.5,0.25,0,1,0,3,12,-15847089,0,0,0,0,0,1,-11095844,-14005641,0.25,90,0.0120000001,0.5,10,0.01999999955,1,180,0.01999999955,0.00999999978,1,90,0.00800000038,0.30000001192,1,2,1,10,0,0,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
891,"Backup_Ley Line",xtextures\ley\leydetail01.blp,xtextures\ley\leydetail02.blp,xtextures\ley\leydiffuse.blp,xtextures\ocean\newoceanbump.blp,xtextures\foam\waterchop7bw.blp,,15,1,0,0,30,0.5,0.5,0.25,0,1,2,3,12,-14242384,0,0,0,0,0,1,-2337078,-9533233,1,90,-0.01999999955,0.5,10,-0.05000000075,1,45,0.01999999955,0.10000000149,0.40000000596,90,0.01999999955,1,0.80000001192,2,1,20,0,0,0,0,0,0,0,0
892,"UnderRot Fog",xtextures\ocean\01basicwaterheighttex_25.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,119649,0,0,0,0,0,0,1,0,0,10,-13361865,1,1,1,1,1,1,-1835010,0,0.10000000149,200,1,1,1,320,0.5,0.5,0.5,0.5,0.10000000149,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
894,"test- do not use- WMO Water - Interior",XTextures\river\lake_a.%d.blp,proceduralWmoWaterTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,15,0,1111,0,0,0,0,0,0,1,0,0,1,-1626169131,30,1,1,1,1,1,0,0,1,0,1,0.25,0.5,270,1,0.5,0.5,0.20000000298,0.69999998808,0.20000000298,0.10000000149,1,0.5,1,0,0,1,1250,0,0,0,0,0,0
896,"WMO Ley Line",xtextures\ley\leydetail01.blp,xtextures\ley\leydetail02.blp,xtextures\ley\leydiffuse.blp,xtextures\ocean\newoceanbump.blp,xtextures\manawater\manawater_shore.blp,,15,1,0,0,30,0.5,0.5,0.25,0,1,2,3,12,-14242384,0,0,0,0,0,1,-2337078,-9533233,0.40000000596,90,-0.01999999955,0.20000000298,10,-0.05000000075,0.40000000596,45,0.01999999955,0.10000000149,0.15999999642,90,0.01999999955,0.40000000596,0.80000001192,0.80000001192,0.40000000596,20,0,0,0,0,0,0,0,0
897,"8SWA - Swamp Water - Brown Orange",xtextures\swamp\swampalgae_shallow01.blp,xtextures\swamp\swampalgae_mid01.blp,xtextures\swamp\swampalgae_deep01.blp,xtextures\swamp\swampalgae_shore01.blp,xtextures\river\fast_a.%d.blp,xtextures\fel\felanim_%d.blp,127,2,0,0,0,0,0,0,0,4,1,5,14,-10663394,0,0,0,0,16,30,-11774689,0,0.00300000003,0.00600000005,0.00999999978,0.01400000043,0.15000000596,500,0.07500000298,1,0.60000002384,0.30000001192,60,1,0.93000000715,0.10000000149,0.25,0.69999998808,2,0.10000000149,2,0,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
898,"8.0 - Prototype - Swamp Water - Red Orange",xtextures\swamp\swampdeep02.blp,xtextures\swamp\swampdeep.blp,xtextures\swamp\swampspecular.blp,xtextures\swamp\swampshore.blp,xtextures\swamp\swampemissive.blp,xtextures\fel\felanim_%d.blp,115,2,3052,188517,0,0,0,0,6,4,1,1,13,-9734621,0,0,0,0,0,30,0,0,0.5,90,-0.05000000075,0.5,0,0.05000000075,3,0,0.01499999966,0.5,0.25,2,3,0.30000001192,1.5,2,0.75,0.5,0,0,0,0,-0.00375556946,0.99984741211,-0.01806640625,0.00946044922
899,"8SWA - Swamp Water - Green Orange",xtextures\swamp\swampalgae_shallow02.blp,xtextures\swamp\swampalgae_mid01.blp,xtextures\swamp\swampalgae_deep01.blp,xtextures\swamp\swampalgae_shore02.blp,xtextures\river\fast_a.%d.blp,xtextures\fel\felanim_%d.blp,127,2,0,0,0,0,0,0,0,4,1,5,14,-11314644,0,0,0,0,16,30,-10984410,0,0.00300000003,0.00999999978,0.01600000076,0.02400000021,0.15000000596,300,0.07500000298,1,0.60000002384,0.30000001192,60,1,1,0.10000000149,0.30000001192,0.69999998808,2,0,2,0,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
909,"8SWA_Blood Fog",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,0,0,0,0,0,0,0,1,0,0,10,-3483693,1,1,1,1,1,1,-5369840,0,0.0001,0.07999999821,1,0.5,0.10000000149,90,0.5,0.5,0.5,0.01999999955,0.01999999955,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
915,"7.2 Tomb Raid - Avatar Lava - MRN",xtextures\fel\feldeep.blp,xtextures\fel\felshallow.blp,xtextures\fel\felspecular.blp,xtextures\fel\felshore.blp,xtextures\fel\felemissive.blp,xtextures\fel\felanim_%d.blp,104,2,3052,0,0,0,0,20,6,4,2,4,13,-14233600,0,0,0,0,0,30,0,0,0.25,0,-0.05000000075,0.25,0,0.01999999955,0.33000001311,90,0.00999999978,0.07500000298,0.25,0.5,1.25,0.5,1,1.5,0.75,1,0,0,0,0,-0.00375556946,0.99984741211,-0.01806640625,0.00946044922
920,"WMO Suramar Illuminated Water",xtextures\manawater\manawaterdetail01.blp,xtextures\manawater\manawaterdetail02.blp,xtextures\manawater\manawaterdiffuse.blp,xtextures\ocean\newoceanbump.blp,xtextures\manawater\manawater_shore.blp,,15,1,0,0,30,0.5,0.5,0.25,0,1,0,3,12,-15847089,0,0,0,0,0,1,-11095844,-14005641,0.10000000149,90,0.00480000023,0.20000000298,10,0.00800000038,0.40000000596,180,0.00800000038,0.00999999978,0.15999999642,90,0.00319999992,0.11999999732,1,0.80000001192,0.40000000596,10,0,0,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
923,"FelShallow - Argus Orange Fel",xtextures\fel\feldeeporange02.blp,xtextures\fel\felshalloworange01.blp,xtextures\fel\felspecular.blp,xtextures\fel\felshorebright.blp,xtextures\fel\felemissiveorange.blp,xtextures\fel\felanim_%d.blp,122,2,3052,251702,0,0,0,0,3316,4,1,1,13,-5586127,0,0,0,0,0,30,0,0,0.5,90,-0.05000000075,0.5,0,0.05000000075,0.5,90,0.01499999966,0.5,0.25,0.5,1.25,1,1,2,0.5,0.5,0,0,0,0,-0.00375556946,0.99984741211,-0.01806640625,0.00946044922
924,"7.3 Void Water",xtextures\void\voiddetail01.blp,xtextures\void\voiddetail01.blp,xtextures\void\voiddiffuse01.blp,xtextures\ocean\newoceanbump.blp,,,15,1,0,0,30,0.5,0.5,0.25,0,1,0,3,12,-15794128,0,0,0,0,0,1,-6029097,-15204284,0.20000000298,20,0.00600000005,0.72000002861,20,0.00999999978,0.60000002384,180,0.00700000022,0.00100000005,0.1400000006,90,0.00700000022,0.5,0,1,1,18,0,0,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
926,"FelShallow - Argus Orange Fel - Intense",xtextures\fel\feldeeporange03.blp,xtextures\fel\felshalloworange02.blp,xtextures\fel\felspecular.blp,xtextures\fel\felshorebright.blp,xtextures\fel\felemissiveorange.blp,xtextures\fel\felanim_%d.blp,122,2,3052,251702,0,0,0,0,3316,4,1,1,13,-4342221,0,0,0,0,0,30,0,0,0.5,90,-0.05000000075,0.5,0,0.05000000075,0.5,90,0.01499999966,0.5,0.25,0.5,1.25,1,2.5,2,0.75,0.5,0,0,0,0,-0.00375556946,0.99984741211,-0.01806640625,0.00946044922
927,"7.3 Void Water - No Glow",xtextures\void\voiddetail01.blp,xtextures\void\voiddetail01.blp,xtextures\void\voiddiffuse01.blp,xtextures\ocean\newoceanbump.blp,,,15,1,0,0,30,0.5,0.5,0.25,0,1,0,3,12,-15794128,0,0,0,0,0,1,-6029097,-15204284,0.20000000298,20,0.00600000005,0.72000002861,20,0.00999999978,0.60000002384,180,0.00700000022,0.00100000005,0.1400000006,90,0.00700000022,0.5,0,1,1,0,0,0,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
928,"Argus Raig Fog",xtextures\fx\density.blp,proceduralRiverDepthTex,XTextures\ocean\newoceanbump.blp,XTextures\foam\waterchop7bw.blp,,,8,0,31115,0,0,0,0,0,0,1,0,0,10,-3483693,1,1,1,1,1,1,-14803426,0,1e-06,0.01999999955,1,0.00100000005,0.05000000075,90,0.5,0.5,0.5,0.01999999955,0.00999999978,0.20000000298,0.10000000149,1,0.5,2.5,0,0,0,1250,0,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
929,"FelShallow - Argus Tar Fel",xtextures\fel\feldeeptar02.blp,xtextures\fel\felshallowtar01.blp,xtextures\fel\felspecular.blp,xtextures\fel\felshoredark.blp,xtextures\fel\felemissivetar.blp,xtextures\fel\felanim_%d.blp,122,2,3052,0,0,0,0,0,3478,3,1,0,13,-15921386,0,0,0,0,0,30,0,0,0.5,90,-0.05000000075,0.5,0,0.05000000075,0.5,90,0.01499999966,0.5,0.25,0.5,1.25,1,1,2,0.5,0.5,0,0,0,0,-0.00375556946,0.99984741211,-0.01806640625,0.00946044922
931,"WMO FelShallow - Argus Orange Fel",xtextures\fel\feldeeporange02.blp,xtextures\fel\felshalloworange01.blp,xtextures\fel\felspecular.blp,xtextures\fel\felshorebright.blp,xtextures\fel\felemissiveorange.blp,xtextures\fel\felanim_%d.blp,122,2,3052,251702,0,0,0,0,3316,4,1,1,13,-6916056,0,0,0,0,0,30,0,0,0.125,90,-0.05000000075,0.125,0,0.05000000075,0.125,90,0.01499999966,0.125,0.25,0.5,1.25,1,1,2,0.5,0.5,0,0,0,0,-0.00375556946,0.99984741211,-0.01806640625,0.00946044922
940,"8XP Azerite",xtextures\azerite\azeritedeep.blp,xtextures\azerite\azeritecentercolor.blp,xtextures\azerite\azeriteblend.blp,xtextures\azerite\azerite_basenormal.blp,xtextures\azerite\azeritetranscolor.blp,xtextures\azerite\azeriteanim.%d.blp,104,2,0,275760,0,0,0,20,3316,4,2,4,18,-4745700,0,0,0,0,0,30,-8502784,0,0.36000001431,0.36000001431,2,20,45,0.00350000011,1,1,0.00499999989,5,1,0.40000000596,8,10,50,10,10,1,1,0,16737792,0,-0.00321388245,1.01156616211,0.00262451172,0.00970458984
